,R,G,B,A
0,0,0,76
1,0,0,79
2,0,0,82
3,0,0,84
4,0,0,87
5,0,0,90
6,0,0,93
7,0,0,96
8,0,0,98
9,0,0,101
10,0,0,104
11,0,0,107
12,0,0,110
13,0,0,112
14,0,0,115
15,0,0,118
16,0,0,121
17,0,0,124
18,0,0,126
19,0,0,129
20,0,0,132
21,0,0,135
22,0,0,138
23,0,0,140
24,0,0,143
25,0,0,146
26,0,0,149
27,0,0,152
28,0,0,154
29,0,0,157
30,0,0,160
31,0,0,163
32,0,0,166
33,0,0,168
34,0,0,171
35,0,0,174
36,0,0,177
37,0,0,180
38,0,0,182
39,0,0,185
40,0,0,188
41,0,0,191
42,0,0,194
43,0,0,196
44,0,0,199
45,0,0,202
46,0,0,205
47,0,0,208
48,0,0,210
49,0,0,213
50,0,0,216
51,0,0,219
52,0,0,222
53,0,0,224
54,0,0,227
55,0,0,230
56,0,0,233
57,0,0,236
58,0,0,238
59,0,0,241
60,0,0,244
61,0,0,247
62,0,0,250
63,0,0,252
64,1,1,255
65,5,5,255
66,8,8,255
67,13,13,255
68,17,17,255
69,21,21,255
70,25,25,255
71,29,29,255
72,33,33,255
73,37,37,255
74,40,40,255
75,45,45,255
76,49,49,255
77,53,53,255
78,57,57,255
79,61,61,255
80,65,65,255
81,69,69,255
82,72,72,255
83,77,77,255
84,81,81,255
85,85,85,255
86,89,89,255
87,93,93,255
88,97,97,255
89,101,101,255
90,104,104,255
91,109,109,255
92,113,113,255
93,117,117,255
94,121,121,255
95,125,125,255
96,129,129,255
97,133,133,255
98,136,136,255
99,141,141,255
100,145,145,255
101,149,149,255
102,153,153,255
103,157,157,255
104,161,161,255
105,165,165,255
106,168,168,255
107,173,173,255
108,177,177,255
109,181,181,255
110,185,185,255
111,189,189,255
112,193,193,255
113,197,197,255
114,200,200,255
115,205,205,255
116,209,209,255
117,213,213,255
118,217,217,255
119,221,221,255
120,225,225,255
121,229,229,255
122,232,232,255
123,237,237,255
124,241,241,255
125,245,245,255
126,249,249,255
127,253,253,255
128,255,253,253
129,255,249,249
130,255,245,245
131,255,241,241
132,255,237,237
133,255,233,233
134,255,229,229
135,255,225,225
136,255,221,221
137,255,217,217
138,255,213,213
139,255,209,209
140,255,205,205
141,255,201,201
142,255,197,197
143,255,193,193
144,255,189,189
145,255,185,185
146,255,180,180
147,255,177,177
148,255,173,173
149,255,169,169
150,255,164,164
151,255,161,161
152,255,157,157
153,255,153,153
154,255,148,148
155,255,145,145
156,255,141,141
157,255,137,137
158,255,132,132
159,255,129,129
160,255,125,125
161,255,121,121
162,255,117,117
163,255,113,113
164,255,109,109
165,255,105,105
166,255,101,101
167,255,97,97
168,255,93,93
169,255,89,89
170,255,85,85
171,255,81,81
172,255,77,77
173,255,73,73
174,255,69,69
175,255,65,65
176,255,61,61
177,255,56,56
178,255,53,53
179,255,48,48
180,255,45,45
181,255,40,40
182,255,37,37
183,255,32,32
184,255,29,29
185,255,24,24
186,255,21,21
187,255,16,16
188,255,13,13
189,255,8,8
190,255,5,5
191,255,0,0
192,253,0,0
193,251,0,0
194,249,0,0
195,247,0,0
196,245,0,0
197,243,0,0
198,241,0,0
199,239,0,0
200,237,0,0
201,235,0,0
202,233,0,0
203,231,0,0
204,229,0,0
205,227,0,0
206,225,0,0
207,223,0,0
208,221,0,0
209,219,0,0
210,217,0,0
211,215,0,0
212,213,0,0
213,211,0,0
214,209,0,0
215,207,0,0
216,205,0,0
217,203,0,0
218,201,0,0
219,199,0,0
220,197,0,0
221,195,0,0
222,193,0,0
223,191,0,0
224,189,0,0
225,187,0,0
226,185,0,0
227,183,0,0
228,181,0,0
229,179,0,0
230,177,0,0
231,175,0,0
232,173,0,0
233,171,0,0
234,169,0,0
235,167,0,0
236,165,0,0
237,163,0,0
238,161,0,0
239,159,0,0
240,157,0,0
241,155,0,0
242,153,0,0
243,151,0,0
244,149,0,0
245,147,0,0
246,145,0,0
247,143,0,0
248,141,0,0
249,139,0,0
250,137,0,0
251,135,0,0
252,133,0,0
253,131,0,0
254,129,0,0
255,127,0,0
